2,1023
3,1023
4,1023
5,1023
0,1023
1,1023
2,1023
3,1023
4,1023
0,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
0,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
0,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
9,1023
10,1023
11,1023
12,1023
0,1023
0,1023
1,1023
2,1023
0,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
9,1023
10,1023
11,1023
12,1023
13,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
9,1023
10,1023
11,1023
12,1023
13,1023
14,1023
15,1023
16,1023
17,1023
18,1023
19,1023
20,1023
21,1023
22,1023
23,1023
24,1023
25,1023
26,1023
27,1023
28,1023
29,1023
30,1023
31,1023
32,1023
33,1023
34,1023
35,1023
36,1023
37,1023
38,1023
39,1023
40,1023
41,1023
42,1023
43,1023
44,1023
45,1023
46,1023
47,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
9,1023
10,1023
0,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
9,1023
10,1023
11,1023
12,1023
13,1023
14,1023
15,1023
16,1023
17,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
0,1023
1,1023
2,1023
3,1023
0,1023
1,1023
2,1023
3,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
0,1023
1,1023
2,1023
3,1023
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
0,1023
1,1023
2,1023
